Id,Review,English Translation (Approximate) ,,,,,,,,,
3557,"കാസ്റ്റിംഗ് മികച്ചതായി തോന്നുന്നു, പ്രധാന അഭിനേതാക്കൾ ബോധ്യപ്പെടുത്തുന്ന പ്രകടനങ്ങൾ നൽകുന്നതിൽ പരാജയപ്പെടുന്നു.സംവിധാനം അപര്യാപ്തമാണ്.","Casting looks good, the main actors fail to provide convincing performances. Symptom is inadequate.",,,,,,,,,
3558,എന്തരോ എന്തോ? ,What is something?,,,,,,,,,
3559,"ഒരു ഹൈസ്‌കൂൾ നാടക നിർമ്മാണം പോലെ തോന്നിക്കുന്ന പ്രകടനങ്ങളുള്ള ഈ സിനിമയിലെ അഭിനയം തികച്ചും ഒരു ദുരന്തമാണ്. പാട്ടുകൾ ശുദ്ധമായ പീഡനമാണ്, വോക്കൽ ഓഫ് കീയും അർത്ഥവുമില്ലാത്ത വരികളും. കൂടാതെ, ഛായാഗ്രഹണം ഒരു പൂർണ്ണമായ കുഴപ്പമാണ്, മോശമായി നിർവ്വഹിച്ച ഷോട്ടുകളും പൊരുത്തമില്ലാത്ത ദൃശ്യ സൗന്ദര്യശാസ്ത്രവും, ഒന്നിലധികം മുന്നണികളിൽ സിനിമാറ്റിക് പരാജയത്തിന് കാരണമാകുന്നു.","Acting in this movie is a tragedy with demonstrations that look like a high school drama.The songs are pure torture, vocal of key and meaningless lines.Additionally, the cinematography is a complete mess and causes badly executed shots and inconsistent scots, causing the cinematic failure in multiple friends.",,,,,,,,,
3560,നല്ല സിനിമ. നല്ല പാട്ടുകൾ. സാധാരണക്കാരുടെ കഥ പറയുന്ന സിനിമ. ദുരന്ത കാസ്റ്റിംഗ് ആയിരുന്നു ഈ ചിത്രത്തിൽ. ഒട്ടും ചേർച്ചയില്ലായിരുന്നു കഥാപാത്രങ്ങൾക്ക്.,Good movie.Good songs.The film tells the story of the common people.The film was a disaster casting.For characters were not harmful.,,,,,,,,,
3561,തിരക്കഥ: തിരക്കഥ മോശമായി എഴുതിയതിനാൽ ഒരു സ്വാധീനവും സൃഷ്ടിക്കുന്നതിൽ പരാജയപ്പെടുന്നു.,Screenplay: Failing to create an impact on the script.,,,,,,,,,
3562,"ഈ ചിത്രത്തിലെ എഡിറ്റിംഗ് മോശമായതും മോശമായി ചെയ്തതുമാണ്. രംഗങ്ങൾ ക്രമരഹിതമായി മുറിച്ചതായി തോന്നി, ഇത് കഥ പിന്തുടരുന്നത് ബുദ്ധിമുട്ടാക്കി","The editing in this film is poor and poorly done. Scenes seemed to be cut out of order, which made it difficult to follow the story",,,,,,,,,
3563,"കഥപറച്ചിലിനെ കവച്ചുവയ്ക്കുന്ന തരത്തിൽ, ചാഞ്ചാട്ടമുള്ള ഷോട്ടുകളും മോശം ഫ്രെയിമിംഗും കൊണ്ട് ക്യാമറാ വർക്കിനെ ബാധിച്ചിരിക്കുന്നു. കാസ്റ്റിംഗ് ചോയ്‌സുകൾ നിരാശാജനകമാണ്, കഴിവില്ലാത്ത അഭിനേതാക്കൾ ഫ്ലാറ്റ് പെർഫോമൻസ് നൽകുന്നു, ഒരു ബന്ധവും സ്ഥാപിക്കുന്നതിൽ പരാജയപ്പെടുന്നു. മറക്കാനാവാത്ത പശ്ചാത്തല സംഗീതം രംഗങ്ങളിൽ സ്വാധീനമോ മെച്ചപ്പെടുത്തലോ ചേർക്കുന്നില്ല, അതേസമയം തെറ്റായി തിരഞ്ഞെടുത്ത ഗാനങ്ങൾ സിനിമയുടെ ഒഴുക്കിനെ തടസ്സപ്പെടുത്തുന്നു. മൊത്തത്തിൽ, സപ്‌പാർ ക്യാമറ വർക്ക്, നിരാശാജനകമായ കാസ്റ്റിംഗ്, മങ്ങിയ പശ്ചാത്തല സംഗീതം, പൊരുത്തമില്ലാത്ത ഗാനങ്ങൾ എന്നിവ പ്രേക്ഷകരെ അതൃപ്‌തിയും മതിപ്പുളവാക്കുന്നതുമാക്കി മാറ്റുന്ന സിനിമാറ്റിക് അനുഭവത്തിന് കാരണമാകുന്നു.","The Commanda Work has affected the camerate shots and bad framing, which shut the story.Casting choices are disappointing, providing an incompetent actors flat performance and fails to establish a relationship.Unforable background Music does not add impact or improvement in rules, however, the wrong songs obstruct the film's flow.Overall, the Sapor camera work, frustrating casting, faint background music and inconsistent songs and inconsistent songs are displeased and impressed.",,,,,,,,,
3564,"നയൻതാര മമ്മൂട്ടി എന്ന താരം ജോലി സ്ക്രീനിൽ കാണുമ്പോഴുള്ള സന്തോഷവും സ്നേഹവും ഈ സിനിമയിൽ കാണാൻ സാധിച്ചു
സിദ്ദിഖ് സംവിധായകൻ പ്രേക്ഷകനെ എങ്ങനെ പിടിച്ചുനിർത്താം എന്നറിയുന്ന ആളാണ്. എല്ലാ ചേരുവകളും ചേർത്ത് നല്ലൊരു വിനോദം തരുന്ന സിനിമയാണ് ഭാസ്കർ","The film was able to see the pleasant and love when Nayanthara Mammootty will see in work screen
The Siddique director is a person who can hold an audience.Bhaskar Bhaskar is a well-greeting movie by adding all the ingredients",,,,,,,,,
3565,കണ്ടിട്ടില്ല.. റിവ്യൂ മോശമായതാണ് കാരണം.,No seen .. Review is bad.,,,,,,,,,
3566,"എനിക്ക് തോന്നിയ മറ്റു ചില കാര്യങ്ങൾ കൂടി ചൂണ്ടിക്കാണിക്കട്ടെ.പതിവുപോലെ സത്യൻ അന്തിക്കാട് സിനിമയിലെ ഓരോ ഡയലോഗിലൂടെ ഓരോ കാര്യങ്ങളിലും കുറിച്ചുള്ള സാമൂഹിക ബോധവൽക്കരണം നടത്തുവാനുള്ള ശ്രമം കല്ലുകടിയായി തോന്നി.ഓരോ താരങ്ങളുടെയും മേക്കപ്പ് ഓവറായിരുന്നു. ഉദാഹരണത്തിന്ഇന്നസെൻ്റിൻ്റെ ഭാര്യയായിട്ട് അഭിനയിക്കുന്ന അമ്മ കഥാപാത്രം ലിപ്സ്റ്റിക്കിട്ട് ഫുൾ മേക്കപ്പിൽ  അടുക്കളയിൽ പാചകം ചെയ്യുന്ന രംഗം...' അതുപോലെ ആൺ പെൺ വ്യത്യാസമില്ലാതെ എല്ലാവർക്കും മേക്കപ്പ് മാൻ ലിപ്സ്റ്റിക്ക് യഥേഷ്ടം തേച്ചു കൊടുത്തിരിക്കുന്നത് .ക്യാമറയുടെ വെളിച്ചത്തിൽ ചില രംഗങ്ങളിൽ ജയറാമിൻ്റെ മേക്കപ്പ് തിളങ്ങുന്നതായി കാണാം .മീരാ ജാസ്മിൻ്റെയുംജയറാമിൻ്റെയും പല രംഗങ്ങളിലെയും അഭിനയം യാന്ത്രികമായി തോന്നി. ഇതെല്ലാം പ്രേക്ഷകനെ സംബന്ധിച്ച് കഥാപാത്രങ്ങൾ വെറും കഥപാത്രങ്ങളായും ,കണ്ടു കൊണ്ടിരിക്കുന്നത് റ്റി വി സീരിയലാണോ എന്ന് സംശയം ഉണ്ടാക്കുന്നവയായിരുന്നു. സത്യൻ അന്തിക്കാടിൻ്റെ പ്രതിഭ വറ്റിയിരിക്കുന്നു എന്നാണ് അദ്ദേഹത്തിൻ്റെ അടുത്ത കാലങ്ങളിലെ സിനിമ പ്രേക്ഷകനെ ഓർമ്മിപ്പിക്കുന്നത്.. ബോറ് പടം..","Let me point out some of the other things I thought, like every dialier in Sathyan Anthikkad film.For example, the mother who stars in the lipstick of the Kitchen Lipstick is shown in the kitchen ...All this was just suspicious of whether the characters watching characters in the audience.The film recalls the audience that Sathyan was dabbed by Sathyan Anthikkar. Bor",,,,,,,,,
3567,"ഓവർ ഓൾ    പടം  എനിക്ക്  ഇഷ്ടായി 
മേക്കിങ് ഒക്കെ  അടിപൊളി  ആണ് 
ക്ലൈമാക്സ്  പ്രേടിക്ടബിൾ    ആയിരുന്നു 
 സൗബിൻ  ഒരു  മിസ്കാസ്റ്  ആയി  തോന്നി . സൗബിന്റെ  ഡയലോഗ്  ഡെലിവറി  ഒക്കെ  മോശമായിരുന്നു 
ഒരു  ഒൺ  ടൈം  വാടച്ചബിൾ.
ഭയങ്കര മോശം സിനിമാട്ടോഗ്രഫി ആയിരുന്നു ഇതിൽ.  കാണാൻ ഒട്ടും സുഖം തോന്നിയില്ല. 
","Overall I liked the film
The making is cool
The climax was predictable
  Soubin felt like a miscast. Soub's dialogue delivery was bad
A one-time watchable.
It had terrible cinematography. It didn't look good at all.
",,,,,,,,,
3568,"അനുരാഗ് ബസുവിന്റെ ""ബർഫി!"" ഒരു സംവിധായകനെന്ന നിലയിൽ അദ്ദേഹത്തിന്റെ അസാധാരണമായ കഴിവുകൾ പ്രകടിപ്പിക്കുന്ന ഒരു സിനിമാറ്റിക് മാസ്റ്റർപീസ് ആണ്.","Anurag Basu's ""Burphy!""As a director, a filmic masterpiece expresses his extraordinary skills.",,,,,,,,,
3569,കണ്ടിരിക്കാവുന്ന ഒരു സിനിമ. മമ്മൂട്ടി നയൻ‌താര നന്നായിരുന്നു. പാട്ടുകളും ഛായഗ്രഹണവും നന്നായിരുന്നു. എഡിറ്റിങ്ങും നല്ലതായി തോന്നി. കഥയും തിരക്കഥയും കുഴപ്പമില്ല എന്നെ തോന്നിയുള്ളു.,A watchful movie.Mammootty was the Nayantara.The songs were also good.Feeling good to edit.The story and the screenplay were okay.,,,,,,,,,
3570,റിവ്യൂ അർഹിക്കുന്നില്ല. എല്ലാം മോശം.,Review does not deserve.All bad.,,,,,,,,,
3571,കാഴ്ചക്കാരൻ വളരെയധികം വേദനിപ്പിക്കുകയും അതേസമയം ചിന്തിക്കുകയും സന്തോഷിപ്പിക്കുകയും ചെയ്ത ചലച്ചിത്രമായി തോന്നുന്നു,The viewer seems to be a lot of hurting and thinked and pleased to think of,,,,,,,,,
3572,തീർച്ചയായും മലയാളസിനിമയെ ഞാൻ പരുചായപ്പെടുത്താൻ ആഗ്രഹിക്കുന്ന ചിത്രം. മനുഷ്യന്റെ ഏകാന്തജീവിതത്തെ സ്പർശിക്കുന്നതോടൊപ്പം മനുഷ്യൻ സാമൂഹ്യജീവിയാകുന്നതെങ്ങനെയെന്നുള്ള തിരിച്ചറിവും സിനിമ നൽകുന്നു. മികച്ച തിരക്കഥ ,Of course I want Malayalamsinima.The film is also giving a manifestation of how the man is social life as a man is associated with the lone life of man.Best Screenplay,,,,,,,,,
3573,"ഈ സിനിമയിലെ ബിജിഎമ്മിൽ ഞാൻ ശരിക്കും നിരാശനായിരുന്നു. ഇത് വളരെ ശരാശരിയും മറക്കാനാവാത്തതുമായിരുന്നു, അത് അവിടെ ഉണ്ടെന്ന് ഞാൻ ശ്രദ്ധിച്ചതേയില്ല. നല്ല അടിപൊളി ആയിട്ട് ഛായാഗ്രഹണം നിർവഹിച്ചിട്ടുണ്ട് ഇതിൽ. ","I was really disappointed at the BGM in this movie.This was very average and unforgettable, and I didn't care that it was there.It is a good stripment.",,,,,,,,,
3574,"എനിക്ക് വളരെ സന്തോഷമായി..ഇത്ര ദിവസം എൻ്റെ സെൻസ് ഓഫ് ഹുമൗർ താഴോട്ട് പോയത് ആണോ ഇനി എന്ന ആശങ്ക ആയിരുന്നു. ..ഇത്രയും ആളുകൾ ഇഷ്ട്ടപെട്ടു എന്നതിൽ വളരെ സന്തോഷം. ജാഫർ ഇടുക്കിയുടെ കാസ്റ്റിംഗ് മികച്ചതായി എനിക്ക് തോന്നുന്നു. ഒരു പക്ഷെ സലിം കുമാറിനും അത് ചെയ്യാമായിരുന്നു, പക്ഷെ ആ കഥാപാത്രം ഞാൻ ആസ്വദിച്ചു. പക്ഷെ സംവിധാനം വളരെ ദുർബലം ആയിട്ടാണ് തോന്നിയെ. സംവിധായകൻ വളരാൻ ഇനിയും ഒരുപാട് പഠിക്കാൻ ഇരിക്കുന്നു. ","I was very pleased with a lot of happiness was worried about the time of the day of the day... Very nice to it ..Jaffer Idukki's casting is great.Perhaps Salim Kumar was to do it, but I enjoyed the character.But the direction seems to be very weak.The director is still able to learn a lot.",,,,,,,,,
3575,"ദൃശ്യങ്ങൾ പരന്നതും പ്രചോദനമില്ലാത്തതുമായി അനുഭവപ്പെടുന്നു, കഥയുടെയും കഥാപാത്രങ്ങളുടെയും സങ്കീർണ്ണത പകർത്തുന്നതിൽ പരാജയപ്പെടുന്നു.","The visuals feel flat, unwilling, fail to copy the complexity of the story and the characters.",,,,,,,,,
3576,നല്ല എൻഗേജിങ് ആയ സ്റ്റോറി ആയിരുന്നു. വിനായകന്റെ ക്യാറാക്ടർ ആണ് കൂടുതൽ ഇഷ്ടപെട്ടത്. സിനിമ മൊത്തത്തിൽ മികച്ചതായി തോന്നി.,Was a good environment story.Vinayakan's caractor is more preferred.The film seemed better to be better.,,,,,,,,,
3577,"സിനിമ സിനിമയ്‌ക്കെതിരായ ഒരു ദൃശ്യ കുറ്റകൃത്യമാണ്, പക്ഷേ ഇത് നിങ്ങളെ അനുഭവിപ്പിക്കാനുള്ള മോശം സിനിമയുടെ ശക്തിയെ ഓർമ്മപ്പെടുത്തുന്നു. വളരെ മോശം ക്യാമറ വർക്ക്","The film is a visible crime against the cinema, but it reminds us of the power of the bad movie to experience you.Very bad camera work",,,,,,,,,
3578,പോര,Lat,,,,,,,,,
3579,ദൃശ്യം എന്ന ജിത്തു ജോസഫിന്റെ സിനിമ പ്രേക്ഷകരുടെ മനസ്സിൽ എന്നും തങ്ങി നിൽക്കുന്ന ഒരുപാട് മുഹൂർത്തങ്ങളും നടന്ന വൈഭവം കൊണ്ട് മോഹൻലാൽ എന്ന മഹാനടന്റെ കരിയറിലെ ഒരു പൊൻതൂവൽ കൂടെയാണ് ഈ സിനിമ. ക്രൈം രംഗങ്ങളിലും ഉപയോഗിച്ചിരിക്കുന്ന രീതിയും വളരെ വ്യത്യസ്തമാണ്. ഈ സിനിമയിൽ സംഗീതത്തിന് അധികം പ്രാധാന്യമില്ലെങ്കിലും ഗാനങ്ങൾ കുറച്ചുകൂടെ നന്നാക്കാമായിരുന്നു എന്ന് സൂചിപ്പിക്കുന്നു. ,"The film is with a policemen of Mohanlal in the audience of Jitu Joseph's film 'Movies' and a large number of songs.The method used in the crime scenes is very different.Although it is not much important in this film, the songs could have been a little more repair.",,,,,,,,,
3580,"മോശം, മോശം, മോശം. എങ്ങനെയാണ് ഇത്തരം സിനിമകൾ ഉണ്ടാകുന്നത്? മോശമായി എഴുതിയിരിക്കുന്നു, മോശമായി അഭിനയിച്ചിരിക്കുന്നു; എനിക്ക് പോകാം, പക്ഷേ എന്തിനാണ് വിഷമിക്കുന്നത്? ഒരു വശത്ത്, കഥാപാത്രങ്ങളുടെ ആദ്യ പേരുകൾ അവരെ അവതരിപ്പിക്കുന്ന അഭിനേതാക്കളെപ്പോലെ തന്നെയാണെന്നത് ശ്രദ്ധിക്കുക: ഇത് സെറ്റിൽ മറ്റാരുടെയെങ്കിലും കഥാപാത്രങ്ങളുടെ പേരുകൾ പഠിക്കാൻ ബുദ്ധിമുട്ടിക്കാൻ പോലും അവരുടെ റോളിൽ താൽപ്പര്യമില്ലാത്ത ഒരു നിർഭാഗ്യകരമായ സമ്മാനമാണ്!","Bad, bad, bad.How do such movies arise?Is poorly written, actually acting;Let me go, why are you worried?On the one hand, note that the first names of the characters are like actors performed by the starring of them: it is an unfortunate gift that is not interested in learning the names of anyone else's characters!",,,,,,,,,
3581,"*പേരിനൊരു രണ്ടാം ഭാഗമോ തട്ടിക്കൂട്ട് പടമോ അല്ല,,ജീത്തുവിന്റെ ശക്തമായ തിരക്കഥയിൽ ലാലേട്ടൻ ജീവൻ കൊടുത്ത മലയാളത്തിന്റെ ദൃശ്യവിസ്മയം...*👌❤️
തിരക്കഥ + അഭിനയം . പാട്ടുകൾ എല്ലാം തന്നെ വളരെ മോശമായാണ് തോന്നിയത്. കേൾക്കാൻ ഇമ്പമില്ലാത്ത സംഗീതമായിരുന്നു. ","*Not a second part or a knock-off movie, Lalettan brought to life in Jeethu's powerful screenplay is a visual wonder of Malayalam...*👌❤️
Screenplay + Acting. All the songs sounded really bad. It was unpleasant music to listen to. ",,,,,,,,,
3582,"നമ്മൾ ഏറ്റവും കൂടുതൽ സംസാരിക്കേണ്ട ഒരു കാര്യം സി ജി ഐ ആണ്, അത് വളരെ മികച്ചതായിരുന്നു. ബേസിൽ ജോസഫ് ഒരു നല്ല ജോലിക്ക് ഒരു നിലവിളി അർഹിക്കുന്നു. കൂടാതെ കാസ്റ്റിംഗ്  അത് മികച്ചതായിരുന്നു.","One thing we should talk about the most is the CGI, which was really good. Basil Joseph deserves a shout out for a job well done. And the casting was excellent.",,,,,,,,,
3583,നൗകാദുബിയിലെ ഛായാഗ്രഹണം മങ്ങിയതാണ്. ഋതുപർണോ ഘോഷിന്റെ സിനിമകൾ അറിയപ്പെടുന്ന വിഷ്വൽ അപ്പീൽ ഈ ചിത്രത്തിന് ഇല്ല.. കാസ്റ്റിംഗ് ബോർ ആയി,"The photography in Naukadbi is fading.The film is not for the films of Lord Show, 'Visual Apple.",,,,,,,,,
3584,ഛായാഗ്രഹണം വൃത്തികെട്ടതും യാഥാർത്ഥ്യബോധമുള്ളതുമാണ്. പടം മൊത്തത്തിൽ മോശം ആയതു കൊണ്ട് മോശം കാസ്റ്റിംഗ് ആരും ശ്രദ്ധിച്ചില്ല.,The cinematography is dirty and realistic.No one cared for bad casting with the same as bad as a whole.,,,,,,,,,
3585,"കഥ വളച്ചൊടിക്കുന്നതും ആശയക്കുഴപ്പത്തിലാക്കുന്നതുമാണ്, മാത്രമല്ല പ്രേക്ഷകനെ ആകർഷിക്കുന്നതിൽ പരാജയപ്പെടുകയും ചെയ്യുന്നു.",The story is convoluted and confusing and fails to engage the audience.,,,,,,,,,
3586,"""സെൻട്രൽ ഡോ ബ്രസീൽ"" (""സെൻട്രൽ സ്റ്റേഷൻ"", 1998) പോലെയുള്ള സിനിമകൾ എനിക്ക് ഇഷ്ടമായത് കൊണ്ട് തന്നെ ""ചോപ്പ് ഷോപ്പ്"" എനിക്ക് ശരിക്കും ഇഷ്ടമാണ്. ഷുഗർ കോട്ടിംഗ് ഇല്ല, അതോടൊപ്പം കഥാഗതി വളരെ ഗംഭീരമായും സൂക്ഷ്മമായും വികസിക്കുന്നു.  ഈ സിനിമ ശരിക്കും ഒരു നാടകീയതയ്ക്ക് പകരം ഒരു ഡോക്യുമെന്ററി പോലെ തോന്നുന്ന ഒരു മികച്ച ജീവിത രചനയാണ്, അത് വളരെ മികച്ച കാര്യമാണ്. ബി ജി എം നന്നായിരിക്കുന്നു. കിടിലം എഡിറ്റിംഗ് ആയിരുന്നു,  അത് പറയാതെ വയ്യ. ഇജ്ജാതി മിക്സിങ് ആയിരുന്നു ഓരോ സീനുകളും. ","""I really like the"" Chop shop ""because of the"" Central Dr Brazil ""("" Central Station ""and 1998).Sugar is not a coating, and the storytell is very elegant and subtracted.This movie is a great life of life that really seems like a dramatic is really like a documentary, it is very good.BG M is fine.The rise was editing and can't say it.Each Sines was to bejangi mixing.",,,,,,,,,
3587,എല്ലാ തരത്തിലും ശരാശരി പടം. മികച്ച ഗാനങ്ങൾ. ദുരന്ത കാസ്റ്റിംഗ് ആയിരുന്നു ഈ ചിത്രത്തിൽ. ഒട്ടും ചേർച്ചയില്ലായിരുന്നു കഥാപാത്രങ്ങൾക്ക്.,Average quarter of all kinds.Best songs.The film was a disaster casting.For characters were not harmful.,,,,,,,,,
3588,മൊത്തത്തിൽ ഒരു വിനോദം അതാണ്. പ്രത്യേകിച്ചു കഥ ഒന്നും ഇല്ലാത്ത എന്നാൽ പടം കണ്ടു കഴിയുമ്പോ വേണ്ടായിരുന്നു എന്നും തോന്നില്ല.,That is a whole entertainment.Not like that there is no story that is not at all.,,,,,,,,,
3589,തിരക്കഥ മോശമായി എഴുതിയതിനാൽ ഒരു സ്വാധീനവും സൃഷ്ടിക്കുന്നതിൽ പരാജയപ്പെടുന്നു.,Failing to create an influence because the script wrote poorly.,,,,,,,,,
3590,"മലയാളത്തിലെ ത്രില്ലറുകളുടെ നിരയിൽ വളരെയധികം നോട്ടബിൾ ആയ ചിത്രം. മികച്ച സ്ക്രിപ്റ്റ്, ഛായാഗ്രഹണം. അവതരണരീതിയിൽ മടുപ്പുളവാക്കാതെ പ്രേക്ഷകരെ ഉടനീളം കൊണ്ടുപോയി. പാട്ടുകൾ എല്ലാം തന്നെ വളരെ മോശമായാണ് തോന്നിയത്. കേൾക്കാൻ ഇമ്പമില്ലാത്ത സംഗീതമായിരുന്നു. ",The movie is a great number of thrillers in Malayalam.The best script and photography.He was taken throughout the audience without tired of the presentation.The songs were all very bad.Was a seamless music to hear.,,,,,,,,,
3591,"അദ്ദേഹത്തിന്റെ പ്രകടനങ്ങൾ അസമമാണ്, ചില അഭിനേതാക്കൾ മികച്ച പ്രകടനം കാഴ്ചവയ്ക്കുന്നു, മറ്റുള്ളവർ കുറവായിരിക്കും","His performances are unequal, some actors perform well, and others will be less",,,,,,,,,
3592," സംഗീതം, അഭിനേതാക്കളുടെ മികച്ച അഭിനയം  സംഭാവനകളും മികച്ചതാണ്. ഒന്നിലധികം തവണ കാണുക.","The best acting contributions are also better for music, actors.See more than once.",,,,,,,,,
3593,എഡിറ്റിംഗ് ഇനിയും നന്നാക്കാമായിരുന്നു . ഈ സിനിമ പ്രതിഭകളെ നശിപ്പിക്കുകയും പല അക്കൗണ്ടുകളിലും പരാജയപ്പെടുകയും ചെയ്യുന്നു. എനിക്ക് എന്റെ പണം തിരികെ വേണം.,The editing could have yet repaired.This film destroys the talent and fails to many accounts.I want my money back.,,,,,,,,,
3594,കഥയിൽ വെല്യേ പുതുമ ഇല്ല. എന്നാലും ഡിറക്ഷനും സിനിമാട്ടോഗ്രാഫ്യും ഇഷ്ടപ്പെട്ടു. പാട്ടും ബിജിഎം ഉം ആവറേജ് ആയിരുന്നു. നല്ല അടിപൊളി ആയിട്ട് ഛായാഗ്രഹണം നിർവഹിച്ചിട്ടുണ്ട് ഇതിൽ. ,"There is no new thing in the story.However, districts and cinematography liked.The song and BGM was the average.It is a good stripment.",,,,,,,,,
3595,"1990 ഇൽ നടക്കുന്ന സിനിമ. കാണുമ്പോ ഒരു റിയലിസ്റ്റിക് ഫീൽ കൊണ്ടുവരാൻ ഡയറക്ടർ പരമാവധി നോക്കി, പക്ഷെ പരാജയപെട്ടു. അദ്ദേഹം വിചാരിച്ച പോലെ അല്ല പടം എടുത്തു വന്നപ്പോ എന്ന് തോന്നി. അഭിനയം പേടിച്ചു വരുന്നേ ഒള്ളു എന്ന് തോന്നി നായകനെയും നായികയെയും കണ്ടപ്പോൾ. അത്രക്ക് മോശം ആയിരുന്നു അവരുടെ അഭിനയം. കണ്ടിരിക്കാൻ പറ്റുന്ന ഒരു പടമായി തോന്നുന്നില്ല ഇത്.","The movie is holding in the movie in 1990.The director of the Director of the Director of Bringing a Realistic Feel, but failed.It seemed to have been taken as he thought he was.When acting was unlikely, the hero and the heroine saw the heroine.Their acting was very bad.It does not seem to be a bruise to be seen.",,,,,,,,,
3596,വ്ത്യസ്തമായ ഗെറ്റപ്പുകൾ പരീക്ഷിക്കുന്ന ദിലീപിന്റെ മറ്റൊരു പരീക്ഷണചിത്രം. പതിവുശൈലിയിലുള്ള തിരക്കഥ. ,Another test image of Dileep that tries to tremendous getups.Screenplay in the usual.,,,,,,,,,
3597,"ടി &എ  യ്ക്ക് പോലും അതിനെ ചുറ്റിപ്പറ്റിയുള്ള വിശ്വസനീയമായ ഒരു കഥ ആവശ്യമാണെന്ന് സംവിധായകർ മറന്നതായി തോന്നുന്നു, ഒന്നും കാണാനില്ല.<br /><br />റോബി ബെൻസണും റിച്ചാർഡ് വിഡ്‌മാർക്കും അഭിനയിച്ച മൂന്നാമത്തെ സെഗ്‌മെന്റാണ് മൂവരിൽ ഏറ്റവും വെറുപ്പുളവാക്കുന്നത്, ഈ സിനിമയുടെ വിൻ‌അപ്പ് എന്ന നിലയിൽ നിർഭാഗ്യകരമായ ഒരു തിരഞ്ഞെടുപ്പും. ഒരു ഫീൽ ഗുഡ് മൂവി. വളരെ നല്ല കാസ്റ്റിംഗ് ആയിരുന്നു ഈ സിനിമയിൽ.  കണ്ടിരിക്കാം ",Directories seems to have forgotten that even a credible story that has been surrounded by T & A.A field good movie.The film was very good casting.May have seen,,,,,,,,,
3598,"തൈര്. വെറും തൈരല്ല, കട്ട തൈര്. വിസ്കിയിൽ കലക്കിയ കട്ട തൈര്. ധ്യാൻ ഇന്റർവ്യൂ ചെയ്താൽ മതി. സംവിധാനം ചെയ്യണ്ട. 3 ദിവസം എടുത്തിട്ടാണ് ഇന്റർവെൽ എത്തിയത്.","Yogurt.Just yogurt, and woody yogurt.Black yogurt mixed with whiskey.Enough to the Dhyan interviews.To be directed.Intervell arrived at 3 days.",,,,,,,,,
3599,തീയറ്റർ എന്റെ മാമന്റേതായിരുന്നു എങ്കിൽ സ്ക്രീൻ കത്തിച്ചേനേ,If the theater was my mama to burn screen if the theater was,,,,,,,,,
3600,"യഥാർത്ഥ സംഭവങ്ങളെ അടിസ്ഥാനമാക്കിയുള്ള കഥ, തുടക്കം മുതൽ അവസാനം വരെ ശ്രദ്ധേയമാണ്.തിരക്കഥ നന്നാക്കാമായിരുന്നു.മോശം ഛായാഗ്രഹണം മുതൽ ഭയാനകമായ കാസ്റ്റിംഗ്","The story based on real events, from the beginning of the intercourmetriquely to the end.",,,,,,,,,
3601,"സംവിധാനം മികച്ചതായിരുന്നു, പക്ഷേ അഭിനയം പാളി. ഗാനങ്ങൾ ആകർഷകമായിരുന്നു, പക്ഷേ തിരക്കഥയ്ക്ക് ആഴം കുറവായിരുന്നു.","The direction was better, but acting layer.Songs were attractive but the screenplay was less depth.",,,,,,,,,
3602,"അഭിനയം ഭയാനകമാണ്, നിങ്ങൾ ഒരു ഹൈസ്കൂൾ നാടകം ചിത്രീകരിക്കുന്നത് കാണുന്നത് പോലെയാണ്. ഈ സിനിമ നിർമ്മിക്കാൻ നിർബന്ധിതനാകാൻ തെരേസ റസ്സൽ വളരെ മോശമായ എന്തെങ്കിലും ചെയ്‌തിരിക്കണം, ഈ കുഴപ്പത്തിന്റെ മധ്യത്തിൽ അവൾ എത്രമാത്രം സന്തുഷ്ടയാണെന്ന് അവളുടെ അഭിനയം പ്രതിഫലിപ്പിക്കുന്നു .ബാക്കിയുള്ള അഭിനേതാക്കൾ നിസ്സാരരാണ്. ഒരു എഫ്ബിഐ ഏജന്റായി ഡാൻ കോർട്ടെസിന്റെ കാസ്റ്റിംഗ് ഈ ക്രാപ്പിന്റെ മുകളിൽ ചെറി. അദ്ദേഹത്തിന്റെ അഭിനയം യഥാർത്ഥത്തിൽ എന്നെ ഉറക്കെ ചിരിപ്പിച്ചു.തിരക്കഥയും സംവിധാനവും കൊഴപ്പമില്ലായിരുന്നു ","Acting is like seeing you see a high school play.Teresa Russell must have done something very bad to force this film, reflecting her acting in the middle of this trouble and how happy she is happy.Dan Cort's Casting as an FBI Agent, Cherry in the top of this crap.His acting actually laughed me aloud. She was no party and directories.",,,,,,,,,
3603,വളരെ മോശം തിരക്കഥ. സംഭവിക്കരുതായിരുന്ന ഒരു സിനിമ. മോശം കാസ്റ്റിങ്.,Very poor screenplay.A movie that was going to happen.Bad casting.,,,,,,,,,
3604,സിനിമയുടെ ഛായാഗ്രഹണം പ്രചോദനമില്ലാത്തതായി അനുഭവപ്പെടുകയും കഥയുടെ സാരാംശം ഉൾക്കൊള്ളുന്നതിൽ പരാജയപ്പെടുകയും ചെയ്യുന്നു. സിനിമ മോശം ആവാനുള്ള  മെയിൻ  കാരണം  മിസ്‌കാസ്റ്റിംഗ്   ആണ്,The cinematography of the movie is experiencing inspirational and fails to cover the essence of the story.Misscasting is the worst reason for the masty,,,,,,,,,
